Gen,Signal,Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
g4,Active Power,Mode 1,0.6062,-0.08,3,0.2570103148879941,0.2991358573089293,0.3899994432717233
g4,Active Power,Mode 4,1.1211,-0.3373,2,0.3584852410119242,0.3584852410119242,0.3939503574214363
g4,Active Power,Mode 7,1.4953,-0.7033,1,0.7173175468408884,0.7173175468408884,0.7173175468408884
g4,Current,Mode 1,0.6062,-0.08,5,0.27976867596674493,0.28527095506175604,0.35694605867378176
g4,Current,Mode 4,1.1211,-0.3373,1,0.35135144140969565,0.35135144140969565,0.35135144140969565
g4,Current,Mode 7,1.4953,-0.7033,2,0.5216372430354692,0.5216372430354692,0.5394743069243555
g4,Reactive Power,Mode 1,0.6062,-0.08,4,0.31493032030277424,0.3133440221888515,0.31493032030277424
g4,Voltage,Mode 1,0.6062,-0.08,7,0.2580426878367984,0.39697866469269977,0.9610227912543372
g5,Active Power,Mode 1,0.6062,-0.08,5,0.2603149040231733,0.30358713043949004,0.39542425475116444
g5,Active Power,Mode 4,1.1211,-0.3373,3,0.28446360297433787,0.3038490984000637,0.3426200892515154
g5,Current,Mode 1,0.6062,-0.08,5,0.2686798565383829,0.30107873098191745,0.38453189382496644
g5,Current,Mode 4,1.1211,-0.3373,3,0.29701403512253116,0.2887659584907076,0.29701403512253116
g5,Reactive Power,Mode 1,0.6062,-0.08,9,0.5001313596604047,0.38725118355908966,0.6208475514422885
g5,Voltage,Mode 1,0.6062,-0.08,14,0.4797442488869941,0.45882408922313,0.8828664417656973
g5,Voltage,Mode 4,1.1211,-0.3373,1,0.06571595177272165,0.06571595177272165,0.06571595177272165
g6,Active Power,Mode 1,0.6062,-0.08,5,0.2787919518027621,0.2960562356564595,0.3697991909331996
g6,Active Power,Mode 4,1.1211,-0.3373,3,0.31324958549070536,0.34119466096585693,0.39708481191616
g6,Current,Mode 1,0.6062,-0.08,5,0.28878996976065435,0.3087070655456965,0.36455849151836855
g6,Current,Mode 4,1.1211,-0.3373,2,0.2883562943978493,0.2883562943978493,0.30558172046861765
g6,Reactive Power,Mode 1,0.6062,-0.08,3,0.2603164114655328,0.2612150131030128,0.2630122163779729
g6,Voltage,Mode 1,0.6062,-0.08,6,0.32445385353335415,0.370934489570502,0.6792199935540024
g6,Voltage,Mode 4,1.1211,-0.3373,1,0.058724646110431246,0.058724646110431246,0.058724646110431246
g7,Active Power,Mode 1,0.6062,-0.08,5,0.24293860439959536,0.2734545141410244,0.37220839117067617
g7,Active Power,Mode 4,1.1211,-0.3373,3,0.31434955367659456,0.360296504111335,0.452190404980816
g7,Current,Mode 1,0.6062,-0.08,5,0.2664256318615343,0.28766839845133996,0.37408906958781263
g7,Current,Mode 4,1.1211,-0.3373,3,0.30417587587558703,0.3390841748165952,0.40890077269861164
g7,Reactive Power,Mode 1,0.6062,-0.08,7,0.2854540632934423,0.3789441545799395,0.5542652849503991
g7,Reactive Power,Mode 4,1.1211,-0.3373,2,0.4025910222560508,0.4025910222560508,0.4025910222560508
g7,Voltage,Mode 1,0.6062,-0.08,10,0.3863518984783366,0.4209423223022622,0.7499903194476295
